anio,semana,estado,enfermedad,casos_semana,acumulado_hombres,acumulado_mujeres,acumulado_anio_anterior
2025,16,Michoacán,Alzheimer,,12,11,31
2025,16,Morelos,Depresión,69,203,692,912
2025,16,Morelos,Parkinson,1,28,29,109
2025,16,Morelos,Alzheimer,1,4,9,20
2025,16,Nayarit,Depresión,98,390,804,919
2025,16,Nayarit,Parkinson,1,9,6,6
2025,16,Nayarit,Alzheimer,,7,15,10
2025,16,Nuevo León,Depresión,123,502,1360,1481
2025,16,Nuevo León,Parkinson,4,47,29,75
2025,16,Nuevo León,Alzheimer,,14,19,28
2025,16,Oaxaca,Depresión,24,254,477,609
2025,16,Oaxaca,Parkinson,3,39,23,43
2025,16,Oaxaca,Alzheimer,1,11,17,36
2025,16,Puebla,Depresión,73,229,629,1070
2025,16,Puebla,Parkinson,4,8,18,52
2025,16,Puebla,Alzheimer,1,10,3,8
2025,16,Querétaro,Depresión,25,90,312,406
2025,16,Querétaro,Parkinson,2,5,4,18
2025,16,Querétaro,Alzheimer,,,1,5
2025,16,Quintana Roo,Depresión,18,120,307,612
2025,16,Quintana Roo,Parkinson,3,18,26,22
2025,16,Quintana Roo,Alzheimer,1,1,6,9
2025,16,San Luis Potosí,Depresión,70,220,698,1019
2025,16,San Luis Potosí,Parkinson,1,22,19,51
2025,16,San Luis Potosí,Alzheimer,,,4,33
2025,16,Sinaloa,Depresión,73,395,952,1844
2025,16,Sinaloa,Parkinson,14,80,94,132
2025,16,Sinaloa,Alzheimer,2,20,27,56
2025,16,Sonora,Depresión,63,212,638,1091
2025,16,Sonora,Parkinson,,25,11,46
2025,16,Sonora,Alzheimer,1,10,8,23
2025,16,Tabasco,Depresión,73,449,807,1489
2025,16,Tabasco,Parkinson,2,20,18,46
2025,16,Tabasco,Alzheimer,1,7,4,14
2025,16,Tamaulipas,Depresión,53,239,706,1239
2025,16,Tamaulipas,Parkinson,13,77,66,137
2025,16,Tamaulipas,Alzheimer,2,14,18,55
2025,16,Tlaxcala,Depresión,22,98,328,490
2025,16,Tlaxcala,Parkinson,1,4,3,10
2025,16,Tlaxcala,Alzheimer,,1,,4
2025,16,Veracruz,Depresión,145,475,1544,1915
2025,16,Veracruz,Parkinson,17,139,107,245
2025,16,Veracruz,Alzheimer,3,16,24,55
2025,16,Yucatán,Depresión,110,372,1030,1151
2025,16,Yucatán,Parkinson,2,22,21,34
2025,16,Yucatán,Alzheimer,1,2,4,13
2025,16,Zacatecas,Depresión,74,128,494,730
2025,16,Zacatecas,Parkinson,,2,5,4
2025,16,Zacatecas,Alzheimer,1,1,3,2
2025,17,Aguascalientes,Depresión,25,135,390,485
2025,17,Aguascalientes,Parkinson,2,8,5,28
2025,17,Aguascalientes,Alzheimer,,5,2,8
2025,17,Baja California,Depresión,67,512,1027,1713
2025,17,Baja California,Parkinson,1,22,12,52
2025,17,Baja California,Alzheimer,,9,21,27
2025,17,Baja California Sur,Depresión,22,71,183,299
2025,17,Baja California Sur,Parkinson,1,16,9,24
2025,17,Baja California Sur,Alzheimer,1,3,4,6
2025,17,Campeche,Depresión,16,149,359,459
2025,17,Campeche,Parkinson,2,25,14,36
2025,17,Campeche,Alzheimer,,6,3,7
2025,17,Coahuila,Depresión,34,247,596,775
2025,17,Coahuila,Parkinson,2,24,21,83
2025,17,Coahuila,Alzheimer,4,19,24,27
2025,17,Colima,Depresión,56,298,571,942
2025,17,Colima,Parkinson,4,39,34,97
2025,17,Colima,Alzheimer,3,6,12,18
2025,17,Chiapas,Depresión,38,241,836,1090
2025,17,Chiapas,Parkinson,3,27,23,51
2025,17,Chiapas,Alzheimer,,3,5,12
2025,17,Chihuahua,Depresión,112,585,1537,2646
2025,17,Chihuahua,Parkinson,8,69,76,180
2025,17,Chihuahua,Alzheimer,2,18,38,55
2025,17,Ciudad de México,Depresión,344,2038,5396,7645
2025,17,Ciudad de México,Parkinson,5,37,30,137
2025,17,Ciudad de México,Alzheimer,,10,9,39
2025,17,Durango,Depresión,45,235,827,1297
2025,17,Durango,Parkinson,7,71,60,127
2025,17,Durango,Alzheimer,1,14,9,24
2025,17,Guanajuato,Depresión,99,392,1400,1999
2025,17,Guanajuato,Parkinson,2,35,43,59
2025,17,Guanajuato,Alzheimer,2,5,9,21
2025,17,Guerrero,Depresión,42,201,695,902
2025,17,Guerrero,Parkinson,1,29,24,45
2025,17,Guerrero,Alzheimer,1,4,6,11
2025,17,Hidalgo,Depresión,53,170,864,1036
2025,17,Hidalgo,Parkinson,1,8,15,27
2025,17,Hidalgo,Alzheimer,,3,12,9
2025,17,Jalisco,Depresión,163,910,2065,3179
2025,17,Jalisco,Parkinson,13,124,126,213
2025,17,Jalisco,Alzheimer,1,25,35,65
2025,17,México,Depresión,138,929,2622,3546
2025,17,México,Parkinson,7,76,51,137
2025,17,México,Alzheimer,,13,20,18
2025,17,Michoacán,Depresión,134,601,1588,2109
2025,17,Michoacán,Parkinson,5,84,65,124
2025,17,Michoacán,Alzheimer,,12,11,33
2025,17,Morelos,Depresión,54,217,737,989
2025,17,Morelos,Parkinson,1,29,29,114
2025,17,Morelos,Alzheimer,1,4,10,22
2025,17,Nayarit,Depresión,88,423,859,995
2025,17,Nayarit,Parkinson,1,10,6,8
2025,17,Nayarit,Alzheimer,,7,15,10
2025,17,Nuevo León,Depresión,112,528,1429,1622
2025,17,Nuevo León,Parkinson,3,49,30,80
2025,17,Nuevo León,Alzheimer,1,15,19,30
2025,17,Oaxaca,Depresión,32,265,499,645
2025,17,Oaxaca,Parkinson,2,40,24,45
2025,17,Oaxaca,Alzheimer,,11,17,38
2025,17,Puebla,Depresión,42,244,657,1188
2025,17,Puebla,Parkinson,1,9,18,71
2025,17,Puebla,Alzheimer,,10,3,8
2025,17,Querétaro,Depresión,14,92,324,425
2025,17,Querétaro,Parkinson,2,6,5,18
2025,17,Querétaro,Alzheimer,,,1,6
2025,17,Quintana Roo,Depresión,31,126,332,652
2025,17,Quintana Roo,Parkinson,2,20,26,23
2025,17,Quintana Roo,Alzheimer,,1,6,9
2025,17,San Luis Potosí,Depresión,38,226,730,1066
2025,17,San Luis Potosí,Parkinson,2,23,20,54
2025,17,San Luis Potosí,Alzheimer,,,4,33
2025,17,Sinaloa,Depresión,71,421,997,1953
2025,17,Sinaloa,Parkinson,5,84,95,141
2025,17,Sinaloa,Alzheimer,3,22,28,57
2025,17,Sonora,Depresión,49,223,678,1195
2025,17,Sonora,Parkinson,2,26,12,48
2025,17,Sonora,Alzheimer,1,11,8,24
2025,17,Tabasco,Depresión,72,478,850,1620
2025,17,Tabasco,Parkinson,3,20,21,48
2025,17,Tabasco,Alzheimer,,7,4,16
2025,17,Tamaulipas,Depresión,40,247,741,1323
2025,17,Tamaulipas,Parkinson,8,80,71,146
2025,17,Tamaulipas,Alzheimer,1,14,19,57
2025,17,Tlaxcala,Depresión,23,106,345,526
2025,17,Tlaxcala,Parkinson,1,4,4,12
2025,17,Tlaxcala,Alzheimer,,1,,4
2025,17,Veracruz,Depresión,75,504,1590,2070
2025,17,Veracruz,Parkinson,18,150,114,253
2025,17,Veracruz,Alzheimer,,16,24,58
2025,17,Yucatán,Depresión,83,388,1102,1215
2025,17,Yucatán,Parkinson,5,24,24,38
2025,17,Yucatán,Alzheimer,1,3,4,14
2025,17,Zacatecas,Depresión,59,135,546,795
2025,17,Zacatecas,Parkinson,,2,5,4
2025,17,Zacatecas,Alzheimer,,1,3,2
2025,18,Aguascalientes,Depresión,39,148,420,512
2025,18,Aguascalientes,Parkinson,,8,5,32
2025,18,Aguascalientes,Alzheimer,,5,2,8
2025,18,Baja California,Depresión,92,539,1092,1848
2025,18,Baja California,Parkinson,2,22,14,52
2025,18,Baja California,Alzheimer,,9,21,30
2025,18,Baja California Sur,Depresión,12,73,193,313
2025,18,Baja California Sur,Parkinson,4,17,12,24
2025,18,Baja California Sur,Alzheimer,,3,4,6
2025,18,Campeche,Depresión,27,157,378,487
2025,18,Campeche,Parkinson,2,26,15,39
2025,18,Campeche,Alzheimer,,6,3,9
2025,18,Coahuila,Depresión,58,271,658,835
2025,18,Coahuila,Parkinson,1,24,22,92
2025,18,Coahuila,Alzheimer,1,19,25,28
2025,18,Colima,Depresión,44,313,601,1003
2025,18,Colima,Parkinson,3,40,36,101
2025,18,Colima,Alzheimer,,6,12,18
2025,18,Chiapas,Depresión,67,253,896,1162
2025,18,Chiapas,Parkinson,3,28,25,54
2025,18,Chiapas,Alzheimer,1,3,6,12
2025,18,Chihuahua,Depresión,139,637,1636,2803
2025,18,Chihuahua,Parkinson,10,75,80,184
2025,18,Chihuahua,Alzheimer,5,19,42,56
2025,18,Ciudad de México,Depresión,477,2180,5736,8165
2025,18,Ciudad de México,Parkinson,3,39,31,143
2025,18,Ciudad de México,Alzheimer,,10,9,41
2025,18,Durango,Depresión,61,254,886,1384
2025,18,Durango,Parkinson,5,76,65,134
2025,18,Durango,Alzheimer,1,15,9,25
2025,18,Guanajuato,Depresión,99,415,1476,2095
2025,18,Guanajuato,Parkinson,4,35,47,62
2025,18,Guanajuato,Alzheimer,1,5,10,21
2025,18,Guerrero,Depresión,40,211,726,952
2025,18,Guerrero,Parkinson,2,31,25,49
2025,18,Guerrero,Alzheimer,,4,6,11
2025,18,Hidalgo,Depresión,62,178,918,1116
2025,18,Hidalgo,Parkinson,3,10,16,27
2025,18,Hidalgo,Alzheimer,2,3,14,9
2025,18,Jalisco,Depresión,195,965,2205,3390
2025,18,Jalisco,Parkinson,10,130,130,222
2025,18,Jalisco,Alzheimer,,25,36,71
2025,18,México,Depresión,178,967,2765,3787
2025,18,México,Parkinson,6,79,54,147
2025,18,México,Alzheimer,5,14,24,18
2025,18,Michoacán,Depresión,151,647,1693,2320
2025,18,Michoacán,Parkinson,3,85,67,130
2025,18,Michoacán,Alzheimer,1,12,12,39
2025,18,Morelos,Depresión,40,226,768,1039
2025,18,Morelos,Parkinson,3,30,31,122
2025,18,Morelos,Alzheimer,2,6,10,22
2025,18,Nayarit,Depresión,50,437,895,1104
2025,18,Nayarit,Parkinson,1,11,6,8
2025,18,Nayarit,Alzheimer,3,8,17,11
2025,18,Nuevo León,Depresión,150,571,1536,1728
2025,18,Nuevo León,Parkinson,11,56,34,88
2025,18,Nuevo León,Alzheimer,1,16,19,32
2025,18,Oaxaca,Depresión,43,282,528,679
2025,18,Oaxaca,Parkinson,2,42,24,49
2025,18,Oaxaca,Alzheimer,3,12,20,39
2025,18,Puebla,Depresión,63,264,700,1303
2025,18,Puebla,Parkinson,1,10,18,74
2025,18,Puebla,Alzheimer,1,10,4,10
2025,18,Querétaro,Depresión,28,97,348,438
2025,18,Querétaro,Parkinson,,6,5,18
2025,18,Querétaro,Alzheimer,,,1,7
2025,18,Quintana Roo,Depresión,37,132,364,694
2025,18,Quintana Roo,Parkinson,,20,26,29
2025,18,Quintana Roo,Alzheimer,,1,6,9
2025,18,San Luis Potosí,Depresión,71,245,782,1128
2025,18,San Luis Potosí,Parkinson,2,23,22,61
2025,18,San Luis Potosí,Alzheimer,,,4,34
2025,18,Sinaloa,Depresión,67,435,1052,2040
2025,18,Sinaloa,Parkinson,9,88,101,151
2025,18,Sinaloa,Alzheimer,4,24,30,59
2025,18,Sonora,Depresión,67,245,723,1275
2025,18,Sonora,Parkinson,2,26,14,54
2025,18,Sonora,Alzheimer,,11,8,25
2025,18,Tabasco,Depresión,64,506,886,1752
2025,18,Tabasco,Parkinson,3,20,23,52
2025,18,Tabasco,Alzheimer,,7,4,16
2025,18,Tamaulipas,Depresión,65,263,793,1397
2025,18,Tamaulipas,Parkinson,10,85,76,158
2025,18,Tamaulipas,Alzheimer,10,18,25,62
2025,18,Tlaxcala,Depresión,16,106,361,577
2025,18,Tlaxcala,Parkinson,1,5,4,14
2025,18,Tlaxcala,Alzheimer,,1,,4
2025,18,Veracruz,Depresión,129,536,1687,2213
2025,18,Veracruz,Parkinson,17,157,124,266
2025,18,Veracruz,Alzheimer,6,19,27,61
2025,18,Yucatán,Depresión,81,406,1165,1313
2025,18,Yucatán,Parkinson,4,27,25,41
2025,18,Yucatán,Alzheimer,,3,4,14
2025,18,Zacatecas,Depresión,55,147,589,853
2025,18,Zacatecas,Parkinson,,2,5,4
2025,18,Zacatecas,Alzheimer,,1,3,2
2025,19,Aguascalientes,Depresión,37,160,450,534
2025,19,Aguascalientes,Parkinson,2,9,6,33
2025,19,Aguascalientes,Alzheimer,1,6,2,8
2025,19,Baja California,Depresión,77,554,1154,1951
2025,19,Baja California,Parkinson,3,23,16,55
2025,19,Baja California,Alzheimer,1,9,22,31
2025,19,Baja California Sur,Depresión,9,74,201,329
2025,19,Baja California Sur,Parkinson,2,17,14,24
2025,19,Baja California Sur,Alzheimer,,3,4,6
2025,19,Campeche,Depresión,25,164,396,515
2025,19,Campeche,Parkinson,2,28,15,41
2025,19,Campeche,Alzheimer,,6,3,9
2025,19,Coahuila,Depresión,62,290,701,883
2025,19,Coahuila,Parkinson,6,29,23,96
2025,19,Coahuila,Alzheimer,1,19,25,28
2025,19,Colima,Depresión,45,323,636,1071
2025,19,Colima,Parkinson,,40,36,105
2025,19,Colima,Alzheimer,2,6,14,18
2025,19,Chiapas,Depresión,47,267,931,1203
2025,19,Chiapas,Parkinson,4,31,26,55
2025,19,Chiapas,Alzheimer,1,3,7,12
2025,19,Chihuahua,Depresión,138,677,1754,2957
2025,19,Chihuahua,Parkinson,8,77,89,192
2025,19,Chihuahua,Alzheimer,7,22,46,58
2025,19,Ciudad de México,Depresión,364,2287,5999,8587
2025,19,Ciudad de México,Parkinson,3,40,33,153
2025,19,Ciudad de México,Alzheimer,1,10,10,42
2025,19,Durango,Depresión,50,269,930,1453
2025,19,Durango,Parkinson,1,76,66,142
2025,19,Durango,Alzheimer,2,17,9,26
2025,19,Guanajuato,Depresión,68,428,1535,2194
2025,19,Guanajuato,Parkinson,4,38,48,65
2025,19,Guanajuato,Alzheimer,1,5,11,22
2025,19,Guerrero,Depresión,59,231,783,1027
2025,19,Guerrero,Parkinson,3,32,28,50
2025,19,Guerrero,Alzheimer,1,4,7,13
2025,19,Hidalgo,Depresión,60,194,962,1172
2025,19,Hidalgo,Parkinson,1,11,16,27
2025,19,Hidalgo,Alzheimer,,3,14,10
2025,19,Jalisco,Depresión,207,1033,2350,3587
2025,19,Jalisco,Parkinson,20,142,138,234
2025,19,Jalisco,Alzheimer,9,29,41,72
2025,19,México,Depresión,172,1016,2893,3968
2025,19,México,Parkinson,15,90,59,153
2025,19,México,Alzheimer,2,15,25,19
2025,19,Michoacán,Depresión,119,679,1782,2464
2025,19,Michoacán,Parkinson,2,86,68,139
2025,19,Michoacán,Alzheimer,2,13,13,40
2025,19,Morelos,Depresión,53,241,818,1081
2025,19,Morelos,Parkinson,2,30,33,126
2025,19,Morelos,Alzheimer,,6,10,22
2025,19,Nayarit,Depresión,72,462,942,1165
2025,19,Nayarit,Parkinson,,11,6,9
2025,19,Nayarit,Alzheimer,,8,17,11
2025,19,Nuevo León,Depresión,122,612,1617,1873
2025,19,Nuevo León,Parkinson,3,58,35,91
2025,19,Nuevo León,Alzheimer,2,16,21,32
2025,19,Oaxaca,Depresión,40,293,560,707
2025,19,Oaxaca,Parkinson,2,43,25,53
2025,19,Oaxaca,Alzheimer,,12,20,39
2025,19,Puebla,Depresión,52,268,718,1360
2025,19,Puebla,Parkinson,3,10,20,75
2025,19,Puebla,Alzheimer,1,11,4,10
2025,19,Querétaro,Depresión,31,100,376,465
2025,19,Querétaro,Parkinson,2,7,6,23
2025,19,Querétaro,Alzheimer,,,1,7
2025,19,Quintana Roo,Depresión,35,138,393,725
2025,19,Quintana Roo,Parkinson,6,20,32,30
2025,19,Quintana Roo,Alzheimer,,1,6,9
2025,19,San Luis Potosí,Depresión,56,257,826,1213
2025,19,San Luis Potosí,Parkinson,3,24,24,63
2025,19,San Luis Potosí,Alzheimer,,,4,36
2025,19,Sinaloa,Depresión,71,457,1103,2129
2025,19,Sinaloa,Parkinson,10,92,109,158
2025,19,Sinaloa,Alzheimer,5,27,32,65
2025,19,Sonora,Depresión,53,257,765,1359
2025,19,Sonora,Parkinson,2,26,16,57
2025,19,Sonora,Alzheimer,,11,8,26
2025,19,Tabasco,Depresión,73,536,929,1843
2025,19,Tabasco,Parkinson,8,23,28,54
2025,19,Tabasco,Alzheimer,1,8,4,17
2025,19,Tamaulipas,Depresión,65,283,838,1446
2025,19,Tamaulipas,Parkinson,9,92,78,167
2025,19,Tamaulipas,Alzheimer,1,19,25,64
2025,19,Tlaxcala,Depresión,13,108,374,601
2025,19,Tlaxcala,Parkinson,1,5,5,15
2025,19,Tlaxcala,Alzheimer,,1,,5
2025,19,Veracruz,Depresión,91,552,1762,2312
2025,19,Veracruz,Parkinson,9,163,127,280
2025,19,Veracruz,Alzheimer,1,19,28,64
2025,19,Yucatán,Depresión,102,433,1240,1390
2025,19,Yucatán,Parkinson,2,29,25,42
2025,19,Yucatán,Alzheimer,,3,4,14
2025,19,Zacatecas,Depresión,49,159,626,902
2025,19,Zacatecas,Parkinson,1,3,5,5
2025,19,Zacatecas,Alzheimer,,1,3,2
2025,20,Aguascalientes,Depresión,35,169,476,567
2025,20,Aguascalientes,Parkinson,1,10,6,35
2025,20,Aguascalientes,Alzheimer,1,6,3,8
2025,20,Baja California,Depresión,107,586,1229,2052
2025,20,Baja California,Parkinson,3,25,17,58
2025,20,Baja California,Alzheimer,2,11,22,31
2025,20,Baja California Sur,Depresión,11,77,209,341
2025,20,Baja California Sur,Parkinson,2,18,15,24
2025,20,Baja California Sur,Alzheimer,,3,4,6
2025,20,Campeche,Depresión,13,168,405,546
2025,20,Campeche,Parkinson,2,29,16,47
2025,20,Campeche,Alzheimer,,6,3,9
2025,20,Coahuila,Depresión,57,306,745,948
2025,20,Coahuila,Parkinson,2,28,23,100
2025,20,Coahuila,Alzheimer,1,19,25,28
2025,20,Colima,Depresión,56,342,676,1128
2025,20,Colima,Parkinson,3,42,37,113
2025,20,Colima,Alzheimer,3,6,17,18
2025,20,Chiapas,Depresión,62,279,981,1257
2025,20,Chiapas,Parkinson,2,33,26,59
2025,20,Chiapas,Alzheimer,,3,7,12
2025,20,Chihuahua,Depresión,174,715,1893,3108
2025,20,Chihuahua,Parkinson,9,81,94,202
2025,20,Chihuahua,Alzheimer,5,23,50,61
2025,20,Ciudad de México,Depresión,454,2415,6361,9040
2025,20,Ciudad de México,Parkinson,,40,33,161
2025,20,Ciudad de México,Alzheimer,2,11,11,44
2025,20,Durango,Depresión,92,281,1013,1533
2025,20,Durango,Parkinson,4,80,68,147
2025,20,Durango,Alzheimer,1,17,10,27
2025,20,Guanajuato,Depresión,87,447,1603,2322
2025,20,Guanajuato,Parkinson,4,42,48,65
2025,20,Guanajuato,Alzheimer,3,6,13,25
2025,20,Guerrero,Depresión,48,258,822,1067
2025,20,Guerrero,Parkinson,5,34,31,54
2025,20,Guerrero,Alzheimer,1,4,8,13
2025,20,Hidalgo,Depresión,54,205,1005,1240
2025,20,Hidalgo,Parkinson,2,12,17,27
2025,20,Hidalgo,Alzheimer,,3,14,11
2025,20,Jalisco,Depresión,187,1081,2498,3783
2025,20,Jalisco,Parkinson,20,152,148,244
2025,20,Jalisco,Alzheimer,7,30,47,73
2025,20,México,Depresión,182,1064,3030,4115
2025,20,México,Parkinson,3,91,61,160
2025,20,México,Alzheimer,4,16,28,21
2025,20,Michoacán,Depresión,143,713,1893,2643
2025,20,Michoacán,Parkinson,1,86,69,147
2025,20,Michoacán,Alzheimer,,13,13,40
2025,20,Morelos,Depresión,48,254,853,1134
2025,20,Morelos,Parkinson,1,31,33,131
2025,20,Morelos,Alzheimer,,6,10,24
2025,20,Nayarit,Depresión,59,480,983,1234
2025,20,Nayarit,Parkinson,,11,6,10
2025,20,Nayarit,Alzheimer,1,8,18,12
2025,20,Nuevo León,Depresión,124,649,1704,1967
2025,20,Nuevo León,Parkinson,10,63,40,97
2025,20,Nuevo León,Alzheimer,2,18,21,35
2025,20,Oaxaca,Depresión,41,306,590,747
2025,20,Oaxaca,Parkinson,5,46,27,60
2025,20,Oaxaca,Alzheimer,1,13,20,41
2025,20,Puebla,Depresión,52,294,776,1423
2025,20,Puebla,Parkinson,5,15,21,83
2025,20,Puebla,Alzheimer,1,11,5,11
2025,20,Querétaro,Depresión,19,106,389,479
2025,20,Querétaro,Parkinson,,7,6,24
2025,20,Querétaro,Alzheimer,,,1,7
2025,20,Quintana Roo,Depresión,20,142,412,756
2025,20,Quintana Roo,Parkinson,1,20,33,34
2025,20,Quintana Roo,Alzheimer,,1,6,9
2025,20,San Luis Potosí,Depresión,52,265,870,1305
2025,20,San Luis Potosí,Parkinson,1,25,24,73
2025,20,San Luis Potosí,Alzheimer,,,4,38
2025,20,Sinaloa,Depresión,86,483,1163,2232
2025,20,Sinaloa,Parkinson,9,97,113,166
2025,20,Sinaloa,Alzheimer,2,27,34,70
2025,20,Sonora,Depresión,49,269,815,1432
2025,20,Sonora,Parkinson,1,27,16,61
2025,20,Sonora,Alzheimer,2,12,9,26
2025,20,Tabasco,Depresión,79,567,976,1921
2025,20,Tabasco,Parkinson,4,26,30,59
2025,20,Tabasco,Alzheimer,,8,4,18
2025,20,Tamaulipas,Depresión,81,312,891,1515
2025,20,Tamaulipas,Parkinson,13,95,88,170
2025,20,Tamaulipas,Alzheimer,4,21,27,66
2025,20,Tlaxcala,Depresión,17,112,387,640
2025,20,Tlaxcala,Parkinson,,5,5,18
2025,20,Tlaxcala,Alzheimer,,1,,5
2025,20,Veracruz,Depresión,129,580,1863,2430
2025,20,Veracruz,Parkinson,18,174,134,296
2025,20,Veracruz,Alzheimer,1,20,28,67
2025,20,Yucatán,Depresión,72,449,1296,1463
2025,20,Yucatán,Parkinson,3,30,27,47
2025,20,Yucatán,Alzheimer,,3,4,14
2025,20,Zacatecas,Depresión,66,171,680,953
2025,20,Zacatecas,Parkinson,2,4,6,6
2025,20,Zacatecas,Alzheimer,,1,3,2
2025,21,Aguascalientes,Depresión,27,182,495,591
2025,21,Aguascalientes,Parkinson,1,10,7,36
2025,21,Aguascalientes,Alzheimer,1,6,4,9
2025,21,Baja California,Depresión,88,606,1297,2193
2025,21,Baja California,Parkinson,3,27,18,60
2025,21,Baja California,Alzheimer,,11,22,31
2025,21,Baja California Sur,Depresión,6,78,214,351
2025,21,Baja California Sur,Parkinson,1,17,13,24
2025,21,Baja California Sur,Alzheimer,1,3,5,7
2025,21,Campeche,Depresión,29,177,425,584
2025,21,Campeche,Parkinson,8,35,18,47
2025,21,Campeche,Alzheimer,1,7,3,9
2025,21,Coahuila,Depresión,93,338,820,979
2025,21,Coahuila,Parkinson,4,33,26,102
2025,21,Coahuila,Alzheimer,2,21,26,28
2025,21,Colima,Depresión,48,360,706,1193
2025,21,Colima,Parkinson,6,45,40,118
2025,21,Colima,Alzheimer,1,7,17,19
2025,21,Chiapas,Depresión,65,289,1038,1329
2025,21,Chiapas,Parkinson,6,36,29,60
2025,21,Chiapas,Alzheimer,4,4,10,14
2025,21,Chihuahua,Depresión,175,760,2029,3281
2025,21,Chihuahua,Parkinson,8,87,96,214
2025,21,Chihuahua,Alzheimer,2,24,51,64
2025,21,Ciudad de México,Depresión,475,2522,6729,9565
2025,21,Ciudad de México,Parkinson,5,43,35,166
2025,21,Ciudad de México,Alzheimer,1,11,12,47
2025,21,Durango,Depresión,83,303,1074,1624
2025,21,Durango,Parkinson,2,81,69,156
2025,21,Durango,Alzheimer,,17,10,27
2025,21,Guanajuato,Depresión,130,482,1699,2453
2025,21,Guanajuato,Parkinson,4,44,50,71
2025,21,Guanajuato,Alzheimer,3,6,16,26
2025,21,Guerrero,Depresión,60,278,869,1123
2025,21,Guerrero,Parkinson,3,36,32,57
2025,21,Guerrero,Alzheimer,,4,8,14
2025,21,Hidalgo,Depresión,56,216,1050,1307
2025,21,Hidalgo,Parkinson,1,12,18,28
2025,21,Hidalgo,Alzheimer,2,3,16,12
2025,21,Jalisco,Depresión,228,1152,2655,3984
2025,21,Jalisco,Parkinson,15,158,157,265
2025,21,Jalisco,Alzheimer,2,31,48,77
2025,21,México,Depresión,238,1131,3210,4297
2025,21,México,Parkinson,11,96,69,171
2025,21,México,Alzheimer,1,17,31,23
2025,21,Michoacán,Depresión,111,738,1982,2823
2025,21,Michoacán,Parkinson,5,87,73,156
2025,21,Michoacán,Alzheimer,,13,13,45
2025,21,Morelos,Depresión,55,265,899,1188
2025,21,Morelos,Parkinson,4,32,36,134
2025,21,Morelos,Alzheimer,,6,10,25
2025,21,Nayarit,Depresión,112,528,1047,1321
2025,21,Nayarit,Parkinson,2,12,7,11
2025,21,Nayarit,Alzheimer,1,9,18,12
2025,21,Nuevo León,Depresión,126,683,1796,2095
2025,21,Nuevo León,Parkinson,4,67,40,105
2025,21,Nuevo León,Alzheimer,2,19,22,38
2025,21,Oaxaca,Depresión,29,321,608,789
2025,21,Oaxaca,Parkinson,2,47,28,69
2025,21,Oaxaca,Alzheimer,1,14,20,45
2025,21,Puebla,Depresión,57,310,818,1521
2025,21,Puebla,Parkinson,4,17,23,93
2025,21,Puebla,Alzheimer,1,11,6,19
2025,21,Querétaro,Depresión,36,115,416,496
2025,21,Querétaro,Parkinson,2,8,7,24
2025,21,Querétaro,Alzheimer,1,1,1,7
2025,21,Quintana Roo,Depresión,24,145,433,797
2025,21,Quintana Roo,Parkinson,1,20,34,34
2025,21,Quintana Roo,Alzheimer,1,2,6,10
2025,21,San Luis Potosí,Depresión,60,283,912,1382
2025,21,San Luis Potosí,Parkinson,1,26,24,78
2025,21,San Luis Potosí,Alzheimer,,,4,40
2025,21,Sinaloa,Depresión,97,506,1238,2355
2025,21,Sinaloa,Parkinson,13,104,119,177
2025,21,Sinaloa,Alzheimer,3,28,36,77
2025,21,Sonora,Depresión,61,282,864,1530
2025,21,Sonora,Parkinson,5,28,20,65
2025,21,Sonora,Alzheimer,,12,9,28
2025,21,Tabasco,Depresión,85,596,1032,2025
2025,21,Tabasco,Parkinson,5,29,32,61
2025,21,Tabasco,Alzheimer,,8,4,20
2025,21,Tamaulipas,Depresión,60,323,945,1575
2025,21,Tamaulipas,Parkinson,7,99,91,173
2025,21,Tamaulipas,Alzheimer,2,21,29,71
2025,21,Tlaxcala,Depresión,20,115,404,683
2025,21,Tlaxcala,Parkinson,,5,5,20
2025,21,Tlaxcala,Alzheimer,1,2,,6
2025,21,Veracruz,Depresión,149,613,1979,2541
2025,21,Veracruz,Parkinson,6,177,137,318
2025,21,Veracruz,Alzheimer,3,21,30,68
2025,21,Yucatán,Depresión,82,475,1353,1524
2025,21,Yucatán,Parkinson,3,32,28,48
2025,21,Yucatán,Alzheimer,1,3,5,14
2025,21,Zacatecas,Depresión,33,178,706,1000
2025,21,Zacatecas,Parkinson,,4,6,7
2025,21,Zacatecas,Alzheimer,,1,3,2
2025,22,Aguascalientes,Depresión,30,197,510,620
2025,22,Aguascalientes,Parkinson,,10,7,38
2025,22,Aguascalientes,Alzheimer,1,7,4,10
2025,22,Baja California,Depresión,117,642,1379,2304
2025,22,Baja California,Parkinson,8,31,22,63
2025,22,Baja California,Alzheimer,2,11,24,31
2025,22,Baja California Sur,Depresión,15,82,225,367
2025,22,Baja California Sur,Parkinson,2,19,13,24
2025,22,Baja California Sur,Alzheimer,,3,5,7
2025,22,Campeche,Depresión,41,189,454,606
2025,22,Campeche,Parkinson,2,36,19,50
2025,22,Campeche,Alzheimer,,7,3,9
2025,22,Coahuila,Depresión,37,348,851,1028
2025,22,Coahuila,Parkinson,8,39,31,104
2025,22,Coahuila,Alzheimer,1,22,26,28
2025,22,Colima,Depresión,70,386,750,1264
2025,22,Colima,Parkinson,7,49,43,124
2025,22,Colima,Alzheimer,,7,17,19
